Cluster1:,0.011285968188,4071
Cluster2:,0.0109279191679,1905
Cluster3:,0.0196064349325,118
Cluster4:,0.0181517338381,124
Cluster5:,0.022648039484,93
Cluster6:,0.0223917534104,93
Cluster7:,0.0429978866236,32
Cluster8:,0.0106021844093,855
Cluster9:,0.0523555555556,25
Cluster10:,0.0130915510486,211
Cluster11:,0.082388197326,15
Cluster12:,0.0114786800184,526
Cluster13:,0.0109753077542,893
Cluster14:,0.0133336827027,203
Cluster15:,0.0117120497427,352
Cluster16:,0.0105848394421,1410
Cluster17:,0.00992551484448,471
