Cluster1:,0.051884057971,25
Cluster2:,0.00676058551529,426
Cluster3:,0.043571237637,29
Cluster4:,0.00839214964602,323
Cluster5:,0.057874281852,22
Cluster6:,0.0527826855124,24
Cluster7:,0.0974099099099,12
Cluster8:,0.0121562375448,162
Cluster9:,0.266447368421,4
Cluster10:,0.0305209749974,44
Cluster11:,0.516666666667,2
Cluster12:,0.00850339638181,279
Cluster13:,0.0175610689762,98
Cluster14:,0.0119455661481,162
Cluster15:,0.0119080025953,169
Cluster16:,0.0364459685219,34
Cluster17:,0.0202860606061,75
Cluster18:,0.00964274785802,228
Cluster19:,0.0197465185417,77
